Store_Number
0,3740
1,4180
2,2750
3,2640
4,2750
5,1100
6,1210
7,1650
8,3410
9,990
10,660
11,3630
12,3410
13,3300
14,1650
15,990
16,1100
17,1870
18,1100
19,2420
20,1210
21,1870
22,4070
23,2200
24,4070
25,990
26,660
27,3080
28,4180
29,4400
30,3630
31,990
32,1100
33,1980
34,1210
35,1210
36,1100
37,1870
38,1320
39,990
40,4070
41,4070
42,1210
43,2420
44,990
45,3630
46,990
47,990
48,4400
49,3080
50,4400
51,1320
52,1320
53,4070
54,1210
55,4180
56,3190
57,1320
58,4400
59,990
60,4400
61,1870
62,990
63,1320
64,880
65,3630
66,3080
67,990
68,880
69,990
70,1760
71,1320
72,990
73,4400
74,2310
75,2200
76,4070
77,990
78,1320
79,770
80,2750
81,1870
82,990
83,2090
84,2750
85,1760
86,990
87,2200
88,2750
89,1870
90,2750
91,990
92,4070
93,1760
94,1320
95,660
96,990
97,3410
98,1320
99,2310
100,1980
101,550
102,330
103,990
104,3300
105,1540
106,2750
107,990
108,2310
109,330
110,2200
111,2420
112,2750
113,990
114,660
115,1870
116,660
117,3410
118,1650
119,2750
120,990
121,1320
122,990
123,2200
124,3630
125,2420
126,3190
127,4180
128,880
129,2310
130,1100
131,1320
132,1650
133,1320
134,2310
135,990
136,1320
137,990
138,550
139,2420
140,660
141,4400
142,4400
143,3190
144,880
145,770
146,4400
147,2310
148,1650
149,880
150,1320
151,990
152,1870
153,880
154,880
155,1320
156,990
157,2420
158,1210
159,1320
160,1650
161,550
162,2530
163,2310
164,1870
165,1540
166,2310
167,1210
168,880
169,2750
170,1100
171,2310
172,1870
173,3190
174,2310
175,880
176,1870
177,2310
178,2310
179,1540
180,1100
181,880
182,4400
183,1320
184,2420
185,2310
186,4400
187,3190
188,2310
189,990
190,1320
191,1650
192,2310
193,2310
194,1100
195,1320
196,4840
197,4730
198,4400
199,2420
200,1870
201,1870
202,990
203,2090
204,3410
205,1870
206,3300
207,1540
208,4400
209,880
210,770
211,1540
212,2310
213,1650
214,1320
215,1100
216,330
217,990
218,2310
219,4400
220,2310
221,3080
222,990
223,770
224,2970
225,990
226,770
227,2310
228,2420
229,2310
230,880
231,1320
232,990
233,1760
234,2530
235,1320
236,1650
237,1650
238,1320
239,4400
240,1320
241,2420
242,880
243,2310
244,4070
245,2200
246,2420
247,2310
248,2310
249,3300
250,4070
251,1100
252,990
253,4070
254,3300
255,2310
256,2090
257,1870
258,2200
259,770
260,1210
261,2640
262,990
263,990
264,4400
265,4180
266,1870
267,880
268,2310
269,2310
270,1320
271,2310
272,4730
273,990
274,3190
275,2420
276,2310
277,1870
278,1100
279,3630
280,4180
281,3740
282,2200
283,770
284,3630
285,4180
286,1540
287,4400
288,770
289,1210
290,4400
291,3410
292,2200
293,1760
294,1760
295,4180
296,4180
297,3740
298,3080
299,990
300,1760
301,4730
302,2530
303,1210
304,3300
305,770
306,660
307,330
308,4400
309,3080
310,2200
311,4400
312,3300
313,2530
314,4400
315,2750
316,3740
317,3300
318,3080
319,3080
320,1210
321,2420
322,2420
323,1210
324,1210
325,1210
326,3520
327,3080
328,4180
329,3410
330,1320
331,1650
332,550
333,3300
334,550
335,4070
336,1870
337,990
338,550
339,4400
340,1320
341,990
342,1210
343,1210
344,550
345,330
346,2090
347,1650
348,4070
349,3300
350,1320
351,3300
352,3300
353,4070
354,2970
355,770
356,4840
357,3300
358,2420
359,1320
360,3300
361,3300
362,1760
363,4070
364,3300
365,660
366,2530
367,3300
368,1320
369,1100
370,1320
371,3300
372,1650
373,1760
374,4840
375,2310
376,3300
377,2420
378,4840
379,2420
380,330
381,2750
382,3740
383,1650
384,1760
385,3300
386,770
387,2420
388,1650
389,880
390,330
391,4840
392,3410
393,660
394,660
395,1650
396,330
397,3410
398,1980
399,2090
400,330
401,2420
402,3190
403,4400
404,3300
405,2970
406,1760
407,2970
408,2970
409,2970
410,4070
411,2970
412,4840
413,4840
414,4400
415,1540
416,2970
417,1870
418,2200
419,2200
420,2200
421,2090
422,2200
423,2200
424,1210
425,1320
426,2200
427,2200
428,1980
429,1210
430,2200
431,1980
